state,industry,reporting_date,year,month,month_no,turnover_millions,yoy_growth_pct
Australian Capital Territory,Footwear and other personal accessory retailing,1/04/2019,2019,April    ,4,12.4,NULL
Australian Capital Territory,Footwear and other personal accessory retailing,1/05/2019,2019,May      ,5,13.6,NULL
Australian Capital Territory,Footwear and other personal accessory retailing,1/06/2019,2019,June     ,6,12.8,NULL
Australian Capital Territory,Footwear and other personal accessory retailing,1/07/2019,2019,July     ,7,11.8,NULL
Australian Capital Territory,Footwear and other personal accessory retailing,1/08/2019,2019,August   ,8,12.3,NULL
Australian Capital Territory,Footwear and other personal accessory retailing,1/09/2019,2019,September,9,12,NULL
Australian Capital Territory,Footwear and other personal accessory retailing,1/10/2019,2019,October  ,10,12.7,NULL
Australian Capital Territory,Footwear and other personal accessory retailing,1/11/2019,2019,November ,11,15.1,NULL
Australian Capital Territory,Footwear and other personal accessory retailing,1/12/2019,2019,December ,12,23.3,NULL
Australian Capital Territory,Footwear and other personal accessory retailing,1/01/2020,2020,January  ,1,12.6,-3.08
Australian Capital Territory,Footwear and other personal accessory retailing,1/02/2020,2020,February ,2,11.5,3.60
Australian Capital Territory,Footwear and other personal accessory retailing,1/03/2020,2020,March    ,3,10.1,-18.55
Australian Capital Territory,Footwear and other personal accessory retailing,1/04/2020,2020,April    ,4,4.9,-60.48
Australian Capital Territory,Footwear and other personal accessory retailing,1/05/2020,2020,May      ,5,11.4,-16.18
Australian Capital Territory,Footwear and other personal accessory retailing,1/06/2020,2020,June     ,6,12.2,-4.69
Australian Capital Territory,Footwear and other personal accessory retailing,1/07/2020,2020,July     ,7,13.6,15.25
Australian Capital Territory,Footwear and other personal accessory retailing,1/08/2020,2020,August   ,8,13.5,9.76
Australian Capital Territory,Footwear and other personal accessory retailing,1/09/2020,2020,September,9,13.8,15.00
Australian Capital Territory,Footwear and other personal accessory retailing,1/10/2020,2020,October  ,10,15.1,18.90
Australian Capital Territory,Footwear and other personal accessory retailing,1/11/2020,2020,November ,11,16.7,10.60
Australian Capital Territory,Footwear and other personal accessory retailing,1/12/2020,2020,December ,12,27.1,16.31
Australian Capital Territory,Footwear and other personal accessory retailing,1/01/2021,2021,January  ,1,16.8,33.33
Australian Capital Territory,Footwear and other personal accessory retailing,1/02/2021,2021,February ,2,14.1,22.61
Australian Capital Territory,Footwear and other personal accessory retailing,1/03/2021,2021,March    ,3,14.8,46.53
Australian Capital Territory,Footwear and other personal accessory retailing,1/04/2021,2021,April    ,4,14.6,197.96
Australian Capital Territory,Footwear and other personal accessory retailing,1/05/2021,2021,May      ,5,15.8,38.60
Australian Capital Territory,Footwear and other personal accessory retailing,1/06/2021,2021,June     ,6,15.5,27.05
Australian Capital Territory,Footwear and other personal accessory retailing,1/07/2021,2021,July     ,7,16.4,20.59
Australian Capital Territory,Footwear and other personal accessory retailing,1/08/2021,2021,August   ,8,8.6,-36.30
Australian Capital Territory,Footwear and other personal accessory retailing,1/09/2021,2021,September,9,4.3,-68.84
Australian Capital Territory,Footwear and other personal accessory retailing,1/10/2021,2021,October  ,10,9.2,-39.07
Australian Capital Territory,Footwear and other personal accessory retailing,1/11/2021,2021,November ,11,20.9,25.15
Australian Capital Territory,Footwear and other personal accessory retailing,1/12/2021,2021,December ,12,27.1,0.00
Australian Capital Territory,Footwear and other personal accessory retailing,1/01/2022,2022,January  ,1,15.1,-10.12
Australian Capital Territory,Footwear and other personal accessory retailing,1/02/2022,2022,February ,2,13.8,-2.13
Australian Capital Territory,Footwear and other personal accessory retailing,1/03/2022,2022,March    ,3,14.2,-4.05
Australian Capital Territory,Footwear and other personal accessory retailing,1/04/2022,2022,April    ,4,15,2.74
Australian Capital Territory,Footwear and other personal accessory retailing,1/05/2022,2022,May      ,5,16.1,1.90
Australian Capital Territory,Footwear and other personal accessory retailing,1/06/2022,2022,June     ,6,15,-3.23
Australian Capital Territory,Footwear and other personal accessory retailing,1/07/2022,2022,July     ,7,15.3,-6.71
Australian Capital Territory,Footwear and other personal accessory retailing,1/08/2022,2022,August   ,8,15.4,79.07
Australian Capital Territory,Footwear and other personal accessory retailing,1/09/2022,2022,September,9,16.1,274.42
Australian Capital Territory,Footwear and other personal accessory retailing,1/10/2022,2022,October  ,10,15.9,72.83
Australian Capital Territory,Footwear and other personal accessory retailing,1/11/2022,2022,November ,11,20,-4.31
Australian Capital Territory,Footwear and other personal accessory retailing,1/12/2022,2022,December ,12,27.9,2.95
Australian Capital Territory,Footwear and other personal accessory retailing,1/01/2023,2023,January  ,1,17.7,17.22
Australian Capital Territory,Footwear and other personal accessory retailing,1/02/2023,2023,February ,2,13.8,0.00
Australian Capital Territory,Footwear and other personal accessory retailing,1/03/2023,2023,March    ,3,15.2,7.04
Australian Capital Territory,Footwear and other personal accessory retailing,1/04/2023,2023,April    ,4,15.1,0.67
Australian Capital Territory,Footwear and other personal accessory retailing,1/05/2023,2023,May      ,5,15.9,-1.24
Australian Capital Territory,Footwear and other personal accessory retailing,1/06/2023,2023,June     ,6,14.9,-0.67
Australian Capital Territory,Footwear and other personal accessory retailing,1/07/2023,2023,July     ,7,15.1,-1.31
Australian Capital Territory,Footwear and other personal accessory retailing,1/08/2023,2023,August   ,8,15.8,2.60
Australian Capital Territory,Footwear and other personal accessory retailing,1/09/2023,2023,September,9,16.1,0.00
Australian Capital Territory,Footwear and other personal accessory retailing,1/10/2023,2023,October  ,10,16.3,2.52
Australian Capital Territory,Footwear and other personal accessory retailing,1/11/2023,2023,November ,11,20.7,3.50
Australian Capital Territory,Footwear and other personal accessory retailing,1/12/2023,2023,December ,12,28.1,0.72
Australian Capital Territory,Footwear and other personal accessory retailing,1/01/2024,2024,January  ,1,16.6,-6.21
Australian Capital Territory,Footwear and other personal accessory retailing,1/02/2024,2024,February ,2,14.7,6.52
Australian Capital Territory,Footwear and other personal accessory retailing,1/03/2024,2024,March    ,3,15.6,2.63
Australian Capital Territory,Footwear and other personal accessory retailing,1/04/2024,2024,April    ,4,15.6,3.31
Australian Capital Territory,Footwear and other personal accessory retailing,1/05/2024,2024,May      ,5,15.7,-1.26
Australian Capital Territory,Footwear and other personal accessory retailing,1/06/2024,2024,June     ,6,15.5,4.03
Australian Capital Territory,Footwear and other personal accessory retailing,1/07/2024,2024,July     ,7,15.2,0.66
Australian Capital Territory,Footwear and other personal accessory retailing,1/08/2024,2024,August   ,8,16.1,1.90
Australian Capital Territory,Footwear and other personal accessory retailing,1/09/2024,2024,September,9,16,-0.62
Australian Capital Territory,Footwear and other personal accessory retailing,1/10/2024,2024,October  ,10,17.4,6.75
Australian Capital Territory,Footwear and other personal accessory retailing,1/11/2024,2024,November ,11,21.1,1.93
Australian Capital Territory,Footwear and other personal accessory retailing,1/12/2024,2024,December ,12,29.3,4.27
Australian Capital Territory,Footwear and other personal accessory retailing,1/01/2025,2025,January  ,1,17.8,7.23
Australian Capital Territory,Footwear and other personal accessory retailing,1/02/2025,2025,February ,2,15.4,4.76
Australian Capital Territory,Footwear and other personal accessory retailing,1/03/2025,2025,March    ,3,16.4,5.13
Australian Capital Territory,Footwear and other personal accessory retailing,1/04/2025,2025,April    ,4,15.7,0.64
Australian Capital Territory,Footwear and other personal accessory retailing,1/05/2025,2025,May      ,5,17.2,9.55
Australian Capital Territory,Footwear and other personal accessory retailing,1/06/2025,2025,June     ,6,15.8,1.94
Australian Capital Territory,"Furniture, floor coverings, houseware and textile goods retailing",1/01/2019,2019,January  ,1,26.2,NULL
Australian Capital Territory,"Furniture, floor coverings, houseware and textile goods retailing",1/02/2019,2019,February ,2,23.9,NULL
Australian Capital Territory,"Furniture, floor coverings, houseware and textile goods retailing",1/03/2019,2019,March    ,3,24.6,NULL
Australian Capital Territory,"Furniture, floor coverings, houseware and textile goods retailing",1/04/2019,2019,April    ,4,24.4,NULL
Australian Capital Territory,"Furniture, floor coverings, houseware and textile goods retailing",1/05/2019,2019,May      ,5,24.8,NULL
Australian Capital Territory,"Furniture, floor coverings, houseware and textile goods retailing",1/06/2019,2019,June     ,6,26.8,NULL
Australian Capital Territory,"Furniture, floor coverings, houseware and textile goods retailing",1/07/2019,2019,July     ,7,26.5,NULL
Australian Capital Territory,"Furniture, floor coverings, houseware and textile goods retailing",1/08/2019,2019,August   ,8,27.2,NULL
Australian Capital Territory,"Furniture, floor coverings, houseware and textile goods retailing",1/09/2019,2019,September,9,26.5,NULL
Australian Capital Territory,"Furniture, floor coverings, houseware and textile goods retailing",1/10/2019,2019,October  ,10,30.9,NULL
Australian Capital Territory,"Furniture, floor coverings, houseware and textile goods retailing",1/11/2019,2019,November ,11,31.9,NULL
Australian Capital Territory,"Furniture, floor coverings, houseware and textile goods retailing",1/12/2019,2019,December ,12,35,NULL
Australian Capital Territory,"Furniture, floor coverings, houseware and textile goods retailing",1/01/2020,2020,January  ,1,27.1,3.44
Australian Capital Territory,"Furniture, floor coverings, houseware and textile goods retailing",1/02/2020,2020,February ,2,27.2,13.81
Australian Capital Territory,"Furniture, floor coverings, houseware and textile goods retailing",1/03/2020,2020,March    ,3,27.4,11.38
Australian Capital Territory,"Furniture, floor coverings, houseware and textile goods retailing",1/04/2020,2020,April    ,4,26.1,6.97
Australian Capital Territory,"Furniture, floor coverings, houseware and textile goods retailing",1/05/2020,2020,May      ,5,33.9,36.69
Australian Capital Territory,"Furniture, floor coverings, houseware and textile goods retailing",1/06/2020,2020,June     ,6,35.3,31.72
Australian Capital Territory,"Furniture, floor coverings, houseware and textile goods retailing",1/07/2020,2020,July     ,7,38,43.40
Australian Capital Territory,"Furniture, floor coverings, houseware and textile goods retailing",1/08/2020,2020,August   ,8,37.4,37.50
Australian Capital Territory,"Furniture, floor coverings, houseware and textile goods retailing",1/09/2020,2020,September,9,36.1,36.23
Australian Capital Territory,"Furniture, floor coverings, houseware and textile goods retailing",1/10/2020,2020,October  ,10,39.9,29.13
Australian Capital Territory,"Furniture, floor coverings, houseware and textile goods retailing",1/11/2020,2020,November ,11,39,22.26
Australian Capital Territory,"Furniture, floor coverings, houseware and textile goods retailing",1/12/2020,2020,December ,12,41.8,19.43
Australian Capital Territory,"Furniture, floor coverings, houseware and textile goods retailing",1/01/2021,2021,January  ,1,37.5,38.38
Australian Capital Territory,"Furniture, floor coverings, houseware and textile goods retailing",1/02/2021,2021,February ,2,34.2,25.74
Australian Capital Territory,"Furniture, floor coverings, houseware and textile goods retailing",1/03/2021,2021,March    ,3,33.9,23.72
Australian Capital Territory,"Furniture, floor coverings, houseware and textile goods retailing",1/04/2021,2021,April    ,4,33.2,27.20
Australian Capital Territory,"Furniture, floor coverings, houseware and textile goods retailing",1/05/2021,2021,May      ,5,32.7,-3.54
Australian Capital Territory,"Furniture, floor coverings, houseware and textile goods retailing",1/06/2021,2021,June     ,6,36.6,3.68
Australian Capital Territory,"Furniture, floor coverings, houseware and textile goods retailing",1/07/2021,2021,July     ,7,38.4,1.05
Australian Capital Territory,"Furniture, floor coverings, houseware and textile goods retailing",1/08/2021,2021,August   ,8,21.6,-42.25
Australian Capital Territory,"Furniture, floor coverings, houseware and textile goods retailing",1/09/2021,2021,September,9,16.9,-53.19
Australian Capital Territory,"Furniture, floor coverings, houseware and textile goods retailing",1/10/2021,2021,October  ,10,30.3,-24.06
Australian Capital Territory,"Furniture, floor coverings, houseware and textile goods retailing",1/11/2021,2021,November ,11,44.4,13.85
Australian Capital Territory,"Furniture, floor coverings, houseware and textile goods retailing",1/12/2021,2021,December ,12,42.1,0.72
Australian Capital Territory,"Furniture, floor coverings, houseware and textile goods retailing",1/01/2022,2022,January  ,1,35.5,-5.33
Australian Capital Territory,"Furniture, floor coverings, houseware and textile goods retailing",1/02/2022,2022,February ,2,32.3,-5.56
Australian Capital Territory,"Furniture, floor coverings, houseware and textile goods retailing",1/03/2022,2022,March    ,3,36.3,7.08
Australian Capital Territory,"Furniture, floor coverings, houseware and textile goods retailing",1/04/2022,2022,April    ,4,34.4,3.61
Australian Capital Territory,"Furniture, floor coverings, houseware and textile goods retailing",1/05/2022,2022,May      ,5,36.8,12.54
Australian Capital Territory,"Furniture, floor coverings, houseware and textile goods retailing",1/06/2022,2022,June     ,6,37.5,2.46
